model,state_index,decision_date,cross_all_nine_pairs_advice_disagreement,cross_all_nine_pairs_execution_disagreement,within_exposed_three_pairs_advice_disagreement,within_exposed_three_pairs_execution_disagreement,within_hidden_three_pairs_advice_disagreement,within_hidden_three_pairs_execution_disagreement,cross_minus_mean_within_advice_disagreement,cross_minus_mean_within_execution_disagreement
llama3.3:70b,359,2022-12-25,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,360,2022-12-26,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,361,2022-12-27,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,362,2022-12-28,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,363,2022-12-29,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,364,2022-12-30,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,365,2022-12-31,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,366,2023-01-01,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,367,2023-01-02,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,368,2023-01-03,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,369,2023-01-04,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,370,2023-01-05,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,371,2023-01-06,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,372,2023-01-07,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,373,2023-01-08,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,374,2023-01-09,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,375,2023-01-10,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,376,2023-01-11,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,377,2023-01-12,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,378,2023-01-13,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,379,2023-01-14,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,380,2023-01-15,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,381,2023-01-16,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,382,2023-01-17,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,383,2023-01-18,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,384,2023-01-19,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,385,2023-01-20,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,386,2023-01-21,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,387,2023-01-22,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,388,2023-01-23,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,389,2023-01-24,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,390,2023-01-25,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,391,2023-01-26,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,392,2023-01-27,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,393,2023-01-28,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,394,2023-01-29,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,395,2023-01-30,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,396,2023-01-31,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,397,2023-02-01,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,398,2023-02-02,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,399,2023-02-03,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,400,2023-02-04,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,401,2023-02-05,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,402,2023-02-06,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,403,2023-02-07,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,404,2023-02-08,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,405,2023-02-09,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,406,2023-02-10,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,407,2023-02-11,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,408,2023-02-12,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,409,2023-02-13,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,410,2023-02-14,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,411,2023-02-15,1,1,0,0,0,0,1.0,1.0
llama3.3:70b,412,2023-02-16,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,413,2023-02-17,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,414,2023-02-18,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,415,2023-02-19,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,416,2023-02-20,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,417,2023-02-21,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,418,2023-02-22,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,419,2023-02-23,1,1,0,0,0,0,1.0,1.0
llama3.3:70b,420,2023-02-24,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,421,2023-02-25,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,422,2023-02-26,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,423,2023-02-27,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,424,2023-02-28,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,425,2023-03-01,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,426,2023-03-02,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,427,2023-03-03,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,428,2023-03-04,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,429,2023-03-05,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,430,2023-03-06,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,431,2023-03-07,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,432,2023-03-08,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,433,2023-03-09,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,434,2023-03-10,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,435,2023-03-11,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,436,2023-03-12,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,437,2023-03-13,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,438,2023-03-14,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,439,2023-03-15,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,440,2023-03-16,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,441,2023-03-17,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,442,2023-03-18,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,443,2023-03-19,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,444,2023-03-20,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,445,2023-03-21,1,1,0,0,0,0,1.0,1.0
llama3.3:70b,446,2023-03-22,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,447,2023-03-23,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,448,2023-03-24,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,449,2023-03-25,1,1,0,0,0,0,1.0,1.0
llama3.3:70b,450,2023-03-26,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,451,2023-03-27,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,452,2023-03-28,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,453,2023-03-29,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,454,2023-03-30,1,1,0,0,0,0,1.0,1.0
llama3.3:70b,455,2023-03-31,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,456,2023-04-01,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,457,2023-04-02,1,1,0,0,0,0,1.0,1.0
llama3.3:70b,458,2023-04-03,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,459,2023-04-04,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,460,2023-04-05,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,461,2023-04-06,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,462,2023-04-07,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,463,2023-04-08,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,464,2023-04-09,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,465,2023-04-10,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,466,2023-04-11,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,467,2023-04-12,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,468,2023-04-13,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,469,2023-04-14,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,470,2023-04-15,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,471,2023-04-16,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,472,2023-04-17,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,473,2023-04-18,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,474,2023-04-19,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,475,2023-04-20,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,476,2023-04-21,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,477,2023-04-22,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,478,2023-04-23,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,479,2023-04-24,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,480,2023-04-25,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,481,2023-04-26,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,482,2023-04-27,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,483,2023-04-28,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,484,2023-04-29,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,485,2023-04-30,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,486,2023-05-01,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,487,2023-05-02,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,488,2023-05-03,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,489,2023-05-04,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,490,2023-05-05,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,491,2023-05-06,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,492,2023-05-07,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,493,2023-05-08,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,494,2023-05-09,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,495,2023-05-10,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,496,2023-05-11,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,497,2023-05-12,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,498,2023-05-13,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,499,2023-05-14,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,500,2023-05-15,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,501,2023-05-16,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,502,2023-05-17,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,503,2023-05-18,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,504,2023-05-19,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,505,2023-05-20,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,506,2023-05-21,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,507,2023-05-22,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,508,2023-05-23,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,509,2023-05-24,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,510,2023-05-25,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,511,2023-05-26,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,512,2023-05-27,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,513,2023-05-28,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,514,2023-05-29,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,515,2023-05-30,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,516,2023-05-31,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,517,2023-06-01,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,518,2023-06-02,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,519,2023-06-03,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,520,2023-06-04,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,521,2023-06-05,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,522,2023-06-06,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,523,2023-06-07,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,524,2023-06-08,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,525,2023-06-09,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,526,2023-06-10,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,527,2023-06-11,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,528,2023-06-12,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,529,2023-06-13,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,530,2023-06-14,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,531,2023-06-15,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,532,2023-06-16,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,533,2023-06-17,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,534,2023-06-18,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,535,2023-06-19,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,536,2023-06-20,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,537,2023-06-21,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,538,2023-06-22,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,539,2023-06-23,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,540,2023-06-24,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,541,2023-06-25,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,542,2023-06-26,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,543,2023-06-27,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,544,2023-06-28,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,545,2023-06-29,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,546,2023-06-30,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,547,2023-07-01,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,548,2023-07-02,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,549,2023-07-03,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,550,2023-07-04,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,551,2023-07-05,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,552,2023-07-06,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,553,2023-07-07,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,554,2023-07-08,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,555,2023-07-09,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,556,2023-07-10,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,557,2023-07-11,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,558,2023-07-12,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,559,2023-07-13,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,560,2023-07-14,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,561,2023-07-15,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,562,2023-07-16,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,563,2023-07-17,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,564,2023-07-18,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,565,2023-07-19,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,566,2023-07-20,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,567,2023-07-21,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,568,2023-07-22,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,569,2023-07-23,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,570,2023-07-24,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,571,2023-07-25,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,572,2023-07-26,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,573,2023-07-27,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,574,2023-07-28,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,575,2023-07-29,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,576,2023-07-30,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,577,2023-07-31,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,578,2023-08-01,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,579,2023-08-02,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,580,2023-08-03,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,581,2023-08-04,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,582,2023-08-05,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,583,2023-08-06,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,584,2023-08-07,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,585,2023-08-08,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,586,2023-08-09,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,587,2023-08-10,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,588,2023-08-11,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,589,2023-08-12,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,590,2023-08-13,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,591,2023-08-14,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,592,2023-08-15,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,593,2023-08-16,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,594,2023-08-17,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,595,2023-08-18,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,596,2023-08-19,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,597,2023-08-20,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,598,2023-08-21,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,599,2023-08-22,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,600,2023-08-23,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,601,2023-08-24,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,602,2023-08-25,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,603,2023-08-26,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,604,2023-08-27,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,605,2023-08-28,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,606,2023-08-29,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,607,2023-08-30,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,608,2023-08-31,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,609,2023-09-01,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,610,2023-09-02,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,611,2023-09-03,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,612,2023-09-04,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,613,2023-09-05,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,614,2023-09-06,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,615,2023-09-07,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,616,2023-09-08,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,617,2023-09-09,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,618,2023-09-10,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,619,2023-09-11,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,620,2023-09-12,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,621,2023-09-13,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,622,2023-09-14,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,623,2023-09-15,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,624,2023-09-16,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,625,2023-09-17,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,626,2023-09-18,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,627,2023-09-19,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,628,2023-09-20,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,629,2023-09-21,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,630,2023-09-22,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,631,2023-09-23,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,632,2023-09-24,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,633,2023-09-25,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,634,2023-09-26,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,635,2023-09-27,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,636,2023-09-28,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,637,2023-09-29,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,638,2023-09-30,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,639,2023-10-01,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,640,2023-10-02,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,641,2023-10-03,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,642,2023-10-04,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,643,2023-10-05,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,644,2023-10-06,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,645,2023-10-07,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,646,2023-10-08,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,647,2023-10-09,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,648,2023-10-10,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,649,2023-10-11,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,650,2023-10-12,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,651,2023-10-13,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,652,2023-10-14,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,653,2023-10-15,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,654,2023-10-16,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,655,2023-10-17,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,656,2023-10-18,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,657,2023-10-19,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,658,2023-10-20,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,659,2023-10-21,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,660,2023-10-22,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,661,2023-10-23,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,662,2023-10-24,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,663,2023-10-25,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,664,2023-10-26,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,665,2023-10-27,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,666,2023-10-28,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,667,2023-10-29,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,668,2023-10-30,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,669,2023-10-31,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,670,2023-11-01,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,671,2023-11-02,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,672,2023-11-03,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,673,2023-11-04,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,674,2023-11-05,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,675,2023-11-06,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,676,2023-11-07,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,677,2023-11-08,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,678,2023-11-09,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,679,2023-11-10,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,680,2023-11-11,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,681,2023-11-12,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,682,2023-11-13,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,683,2023-11-14,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,684,2023-11-15,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,685,2023-11-16,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,686,2023-11-17,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,687,2023-11-18,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,688,2023-11-19,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,689,2023-11-20,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,690,2023-11-21,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,691,2023-11-22,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,692,2023-11-23,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,693,2023-11-24,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,694,2023-11-25,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,695,2023-11-26,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,696,2023-11-27,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,697,2023-11-28,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,698,2023-11-29,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,699,2023-11-30,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,700,2023-12-01,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,701,2023-12-02,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,702,2023-12-03,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,703,2023-12-04,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,704,2023-12-05,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,705,2023-12-06,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,706,2023-12-07,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,707,2023-12-08,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,708,2023-12-09,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,709,2023-12-10,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,710,2023-12-11,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,711,2023-12-12,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,712,2023-12-13,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,713,2023-12-14,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,714,2023-12-15,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,715,2023-12-16,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,716,2023-12-17,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,717,2023-12-18,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,718,2023-12-19,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,719,2023-12-20,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,720,2023-12-21,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,721,2023-12-22,0,0,0,0,0,0,0.0,0.0
