key,repeat,model,state_index,condition,first_condition,order,decision_date,return_date,regime,recorded,valid,model_digest,error,latency_seconds,prompt_tokens,output_tokens,stop_reason,request_sha256,response_record_sha256,transport_outcome_unknown,action,confidence,reason_labels,cited_episode_ids,desired_exposure,executed_exposure
r1-llama3.3_70b-s1007-exposed,1,llama3.3:70b,1007,exposed,exposed,1667,2024-10-03,2024-10-04,mix,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,9.797555850818753,1420,72,stop,8db96b7ab6afeda4a4847b792c11e190f95f45ebf4c9e9f788ac4fba395b70dd,ebe8991a4c3094353ee24d15ce423ec225d20dd2cfd96558ce93acf8c16284d3,False,ABSTAIN,0.932764083598154,HIGH_VOLATILITY|NEGATIVE_MOMENTUM,episode-001016|episode-001017|episode-001018|episode-000795,0.4299734781880189,0.45
r1-llama3.3_70b-s1007-hidden,1,llama3.3:70b,1007,hidden,exposed,1668,2024-10-03,2024-10-04,mix,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,5.730221280828118,893,41,stop,85ab69540e01e1311779ff2e46d490ef1b8b1b3f7f52d3ab415e6a6360b6b919,d2bc451a5fe2e47f94558081761634ac61bd19470cc572b7e136e73e0eaed976,False,ABSTAIN,0.932764083598154,INSUFFICIENT_EVIDENCE,,0.4299734781880189,0.45
r1-llama3.3_70b-s0832-exposed,1,llama3.3:70b,832,exposed,exposed,1669,2024-04-11,2024-04-12,bull,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,6.405511319637299,1442,37,stop,d18418966d23daf7932049edb65affb9cab3d50c925803962bc3f350c8269a87,9f3237cdfe80c10060e9bf9175264f0493f81461e72cad01a25c4052524a52d3,False,ABSTAIN,0.5,INSUFFICIENT_EVIDENCE,,0.4429806799315478,0.45
r1-llama3.3_70b-s0832-hidden,1,llama3.3:70b,832,hidden,exposed,1670,2024-04-11,2024-04-12,bull,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,5.320090215653181,898,37,stop,1339efe2cfb67b676330295f058c151679adddca65ab36a1b19cc1d26968c3ba,b197a1a49e702ae5de80c5b3990472ee810d21534a6b0a6e7a455b659eb10f2a,False,ABSTAIN,0.6,INSUFFICIENT_EVIDENCE,,0.4429806799315478,0.45
r1-llama3.3_70b-s0498-hidden,1,llama3.3:70b,498,hidden,hidden,1671,2023-05-13,2023-05-14,mix,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,5.736947808414698,894,42,stop,9889b0078c76ce58a3a6eb8734cb571d952fd96b6526c89e53f9635a84b63f6e,40ae5a3b9099e857939292b7fb33530f68bc9c7ea5881378c72d52b23964f954,False,ABSTAIN,0.9873940305213328,INSUFFICIENT_EVIDENCE,,0.4795577088537021,0.5
r1-llama3.3_70b-s0498-exposed,1,llama3.3:70b,498,exposed,hidden,1672,2023-05-13,2023-05-14,mix,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,10.49183889105916,1422,79,stop,180793ad93b3a1d3eafd00e224e836edb8e1a52d78ebe51b156834e25590106f,feb1b5cc5e3241c8341cf839c470a9a4a9ee3b4b84a3da55718f77e4f58f66b9,False,ABSTAIN,0.6314024643784618,HIGH_VOLATILITY|NEGATIVE_MOMENTUM,episode-000862|episode-000328|episode-000323|episode-000324|episode-000327,0.4795577088537021,0.5
r1-llama3.3_70b-s0692-exposed,1,llama3.3:70b,692,exposed,exposed,1673,2023-11-23,2023-11-24,bull,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,7.03543809056282,1400,45,stop,d364c1bca0ca3147b6c6aa9f946c66ddfe7d63bb337a211d1971780d9850eca0,711b0129fb73fc7466af32ae370dacd60e840752eeb4b10882b7a41aae4362af,False,BTC,0.9991733722253404,HIGH_VOLATILITY|BULLISH_ROUTER,,0.4859092728276272,0.5
r1-llama3.3_70b-s0692-hidden,1,llama3.3:70b,692,hidden,exposed,1674,2023-11-23,2023-11-24,bull,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,6.109774000942707,897,45,stop,b09e67e366ca1021fe0a2d7a8c59e24ab3ceb78d2db7fb6f05e5a5630d0b1ab5,151cc90803bf649b706f4e1f288fd3a2dd053c0bd530bd819032bfae44e93fa1,False,BTC,0.9991733722253404,HIGH_VOLATILITY|BULLISH_ROUTER,,0.4859092728276272,0.5
r1-llama3.3_70b-s0843-exposed,1,llama3.3:70b,843,exposed,exposed,1675,2024-04-22,2024-04-23,bull,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,6.400180894881487,1433,37,stop,5c6496d47031cda1620a09797d3b8299577ee6d9c858218395bfb407f60d5a9a,d30f6a45945312a58d48132f3fec2aabacfca81052f6d666d5f4f0a2206039e5,False,ABSTAIN,0.5,INSUFFICIENT_EVIDENCE,,0.4441904176640606,0.45
r1-llama3.3_70b-s0843-hidden,1,llama3.3:70b,843,hidden,exposed,1676,2024-04-22,2024-04-23,bull,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,5.40590588375926,893,37,stop,24c91f224bde10637304dc0a02995264c2e0838ea91a72f664e50def416f1cbb,f99edc1ed750e0b441d35f9b17da7adb22ceed0d9be3fb750c67b6151a679043,False,BTC,0.74005910103723,HIGH_VOLATILITY,,0.47198089678085753,0.45
r1-llama3.3_70b-s0473-exposed,1,llama3.3:70b,473,exposed,exposed,1677,2023-04-18,2023-04-19,bull,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,7.586288144811988,1439,49,stop,0772405303d0ab4b5c55d611e03dc210c9e9a64ebe39b9e17b64de3f917e8814,6b73f8776304fa29c843d1bbb2dfc24becbca30fc487b10654b84b4032f4d11e,False,BTC,0.9914006169170192,HIGH_VOLATILITY|BULLISH_ROUTER,episode-000837,0.49165800532322074,0.5
r1-llama3.3_70b-s0473-hidden,1,llama3.3:70b,473,hidden,exposed,1678,2023-04-18,2023-04-19,bull,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,6.138780083507299,896,45,stop,5a821a507ba62f137db4d9305c6714bab4fde770907e93223185fa8d4fed6ae3,7fa590eb205228a8d7b2a4bfa7db6cc3b547a71f80e49bde159d702dcd185992,False,BTC,0.9914006169170192,HIGH_VOLATILITY|BULLISH_ROUTER,,0.49165800532322074,0.5
r1-llama3.3_70b-s1164-exposed,1,llama3.3:70b,1164,exposed,exposed,1679,2025-03-09,2025-03-10,bear,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,9.969140043482184,1398,74,stop,d6d28e1cb1455127f9d16a08eb7743afc95f28510bd308dfec3276fd8d60e559,ebcf0edaf0031282baaf5e34f179e7e95714ffa9ae71ecc75a49de7a5f0a80eb,False,CASH,0.9274564797431136,HIGH_VOLATILITY|BEARISH_ROUTER,episode-000268|episode-000339|episode-000491|episode-001284|episode-000482,0.3615627717466585,0.35000000000000003
r1-llama3.3_70b-s1164-hidden,1,llama3.3:70b,1164,hidden,exposed,1680,2025-03-09,2025-03-10,bear,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,6.1618589870631695,900,46,stop,0bd025ba72598ba3c237c91cd06f0066a0a5260ef75bf701f0c2ff64233d248e,14e98e8052315e88f2fccbfc10d6f89b9959ff8bc4b4480737ce1000baaa2d29,False,CASH,0.9274564797431136,HIGH_VOLATILITY|BEARISH_ROUTER,,0.3615627717466585,0.35000000000000003
r1-llama3.3_70b-s0844-exposed,1,llama3.3:70b,844,exposed,exposed,1681,2024-04-23,2024-04-24,bull,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,6.241319505497813,1392,37,stop,bd0a619bf459b91260987966c8800c5562044ee27a27340c71fe06767b2f4876,ee3a02603bcbcd625cbffb15a99d540adc776b8d8690b68b82ee0ad97fec2ced,False,ABSTAIN,0.5,INSUFFICIENT_EVIDENCE,,0.4482711944564795,0.45
r1-llama3.3_70b-s0844-hidden,1,llama3.3:70b,844,hidden,exposed,1682,2024-04-23,2024-04-24,bull,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,6.4940492026507854,896,49,stop,b2c2dc264b12e4fa147a3f55a562128c426652cc4193d556e798f82006a50d6d,5b50cbc551308a9b3cb9bb7abfb26c1321a16b3f3f794828dbbc5231df80d42b,False,ABSTAIN,0.6278799053053958,HIGH_VOLATILITY|INSUFFICIENT_EVIDENCE,,0.4482711944564795,0.45
r1-llama3.3_70b-s0419-exposed,1,llama3.3:70b,419,exposed,exposed,1683,2023-02-23,2023-02-24,bull,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,6.416010225191712,1445,37,stop,dc7199d737b5b5a318811f5d09689e4106b6912dc661d3773c2713535300d481,686b771fa25faf5f551d3932d1a27121566fd6a1234a74b304774c7b23c68a23,False,ABSTAIN,0.5,INSUFFICIENT_EVIDENCE,,0.4729583137181794,0.45
r1-llama3.3_70b-s0419-hidden,1,llama3.3:70b,419,hidden,exposed,1684,2023-02-23,2023-02-24,bull,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,6.117853369563818,895,45,stop,be96d1563b95e3fe39d79a63ea15653628f53c6b8cb1842b874f950a33996971,b40eb09b055ba6334a7a0dd29a9c4d313198deea6ba3b0110b34fa9d24b73ab4,False,BTC,0.8028593633519846,HIGH_VOLATILITY|BULLISH_ROUTER,,0.4993103980322704,0.5
r1-llama3.3_70b-s0561-hidden,1,llama3.3:70b,561,hidden,hidden,1685,2023-07-15,2023-07-16,bull,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,5.627052893862128,900,41,stop,a8c0b1abfd5d5661150483c5cec259df03cc4d6b0aecde88dc717bf468dbadc5,94e4746ed007a0cc8ac0cae8e1107b709c821e2492d7dd93d4bb560e75c4e910,False,BTC,0.9372,HIGH_VOLATILITY|BULLISH_ROUTER,,0.48663418228445904,0.5
r1-llama3.3_70b-s0561-exposed,1,llama3.3:70b,561,exposed,hidden,1686,2023-07-15,2023-07-16,bull,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,7.758794108405709,1403,51,stop,dcd42498fdda3ff96e4da230543365c478f2df91dfae50ff6a0ae28566e8b5bb,d2c4902ccdccfd80ddfdb62c7411ca521e4d5f65ef603fd2acb005dcc6246af3,False,BTC,0.9372,HIGH_VOLATILITY|BULLISH_ROUTER,episode-000921|episode-000913,0.48663418228445904,0.5
r1-llama3.3_70b-s0265-hidden,1,llama3.3:70b,265,hidden,hidden,1687,2022-09-22,2022-09-23,bear,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,6.1754497196525335,899,46,stop,cda8457d6ba7e00e7f843a69772c0c4bf4793fd2c8f13da95aefa01910b04085,0d845e0cc92eee5e0bc4d50a533c0ae3dca885db3338d62d1b349ddfb9cb208d,False,CASH,0.9999516707289544,HIGH_VOLATILITY|BEARISH_ROUTER,,0.3761901307224425,0.4
r1-llama3.3_70b-s0265-exposed,1,llama3.3:70b,265,exposed,hidden,1688,2022-09-22,2022-09-23,bear,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,10.008538557216525,1408,74,stop,1294b5a7bdf4bb720df1503fbeeabbc957d1b0bf6a41045e94e00ad140df7053,4b7a05926b605c76f96c5bd73b387df165e114a47d76c450f52c01f1f1d22468,False,CASH,0.9999516707289544,HIGH_VOLATILITY|BEARISH_ROUTER,episode-000272|episode-000273|episode-000436|episode-000435|episode-000437,0.3761901307224425,0.4
r1-llama3.3_70b-s0322-hidden,1,llama3.3:70b,322,hidden,hidden,1689,2022-11-18,2022-11-19,bear,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,6.190770633518696,901,46,stop,44e121f865433706d7a97c62cfb467faefb63e0cd72b82bd7abd06f2bf6dd88b,2c3e855f22ca9aa25a9d2cc6ab7ce8ae0add12032814e2c6a2ddea9c320f9243,False,CASH,0.9996084527982833,HIGH_VOLATILITY|BEARISH_ROUTER,,0.364511896777293,0.35000000000000003
r1-llama3.3_70b-s0322-exposed,1,llama3.3:70b,322,exposed,hidden,1690,2022-11-18,2022-11-19,bear,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,10.085350785404444,1410,74,stop,4d4977fbf9b077e1017bf6796f7aa67448fa6d87d210a4c72c3a028ee1b331bb,ad085b64e550e1b1ee0a47cf4833e0b1453f681356e0af32bcd5c7de8d9226a2,False,CASH,0.9996084527982833,HIGH_VOLATILITY|BEARISH_ROUTER,episode-000437|episode-000435|episode-000436|episode-000686|episode-000272,0.364511896777293,0.35000000000000003
r1-llama3.3_70b-s0127-exposed,1,llama3.3:70b,127,exposed,exposed,1691,2022-05-07,2022-05-08,bear,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,9.987180311232805,1404,74,stop,d57976958a42c79f8124e404421ac20fc692941b7b3d7f883b30200bc25f7f81,6b538230bd8617aa9b4f162d7e3c2349be04f8206cf6e82a8647a2b70554501c,False,CASH,0.9888024925738736,HIGH_VOLATILITY|BEARISH_ROUTER,episode-000366|episode-000362|episode-000364|episode-000363|episode-000486,0.4229097912537852,0.4
r1-llama3.3_70b-s0127-hidden,1,llama3.3:70b,127,hidden,exposed,1692,2022-05-07,2022-05-08,bear,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,6.2515291180461645,895,46,stop,f129439801f61fd65c8d3b4d0eec50446e1dcfb7108beaf84f806fd3400aa712,149632b3858ff58c1ca8cc9a02c35b4d33b84a343a8e0dfc4fa278220d5d9c32,False,CASH,0.9888024925738736,HIGH_VOLATILITY|BEARISH_ROUTER,,0.4229097912537852,0.4
r1-llama3.3_70b-s0241-hidden,1,llama3.3:70b,241,hidden,hidden,1693,2022-08-29,2022-08-30,bear,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,6.0964910835027695,901,46,stop,3ceeef9a63276a6c3ed124ff121aa1071150580b9f3d36293cc178807ef7659f,a84722eec683a6e0c5eec512646e04d0a097355a83da4353030d0bb67c8882f0,False,CASH,0.9999982935403912,HIGH_VOLATILITY|BEARISH_ROUTER,,0.3868210924908601,0.4
r1-llama3.3_70b-s0241-exposed,1,llama3.3:70b,241,exposed,hidden,1694,2022-08-29,2022-08-30,bear,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,10.025056952610612,1409,74,stop,6d64da4c02562dc19199a732771773d0e1f63dd440be53b76fc5a3150592e5b2,a2e75677edac820fdc4b4073c487520434d1a71e35c996a29bad2917e2198972,False,CASH,0.9999982935403912,HIGH_VOLATILITY|BEARISH_ROUTER,episode-000604|episode-000370|episode-000376|episode-000603|episode-000384,0.3868210924908601,0.4
r1-llama3.3_70b-s0458-exposed,1,llama3.3:70b,458,exposed,exposed,1695,2023-04-03,2023-04-04,bull,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,6.508849870413542,1440,38,stop,0b69311e84ab47e8da0b9ff443faa8db345ec8edf30716a25ed341160cd9b989,ced343f69a22b1e188cdb31402f591307cf7040088f86ef9c21c05273451f027,False,BTC,0.9970729439073872,HIGH_VOLATILITY,,0.49157257665305587,0.5
r1-llama3.3_70b-s0458-hidden,1,llama3.3:70b,458,hidden,exposed,1696,2023-04-03,2023-04-04,bull,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,6.096349228173494,896,45,stop,c52ccbc94f6ad981020b3c4e9575279e5f8a69946706c80a7082e3e68fbf4635,575aedb443280a8bc3cc90090c93336da204e5f0a6829ba56c0bb8463c160ae8,False,BTC,0.9970729439073872,HIGH_VOLATILITY|BULLISH_ROUTER,,0.49157257665305587,0.5
r1-llama3.3_70b-s1113-exposed,1,llama3.3:70b,1113,exposed,exposed,1697,2025-01-17,2025-01-18,bull,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,8.561413263902068,1398,60,stop,bf78cd13b12e6eb66f4aae8bfa4f4351ee0fa80d014a1715817dc15c2bab40a3,9fc778acaa9fd2313dbf8ed5015259f67c4c623da0117e2004c8e76816a7328b,False,BTC,0.935465801002285,HIGH_VOLATILITY|BULLISH_ROUTER,episode-000848|episode-000777|episode-001025,0.45695781156692233,0.45
r1-llama3.3_70b-s1113-hidden,1,llama3.3:70b,1113,hidden,exposed,1698,2025-01-17,2025-01-18,bull,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,6.069683661684394,893,44,stop,42799f10529151f9809edadcc3ece581375eef4c86a1d1327030e8f6d1654df9,69c675fe32856d648348673837eaf02810944c11110270ec1f9cd97288a3d723,False,BTC,0.935465801002285,HIGH_VOLATILITY|BULLISH_ROUTER,,0.45695781156692233,0.45
r1-llama3.3_70b-s0670-hidden,1,llama3.3:70b,670,hidden,hidden,1699,2023-11-01,2023-11-02,bull,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,6.046992965042591,892,45,stop,29a713f4aea35e686b8796619b8be8d28ef4fc1337b658deea4382574969ad5c,541dcbe5450b38a08e890294770d6cba0d0fa0656d80543c2b5a946f70407f28,False,BTC,0.9997885372039454,HIGH_VOLATILITY|BULLISH_ROUTER,,0.4859089266330365,0.5
r1-llama3.3_70b-s0670-exposed,1,llama3.3:70b,670,exposed,hidden,1700,2023-11-01,2023-11-02,bull,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,8.014507429674268,1395,55,stop,7507966a213f6b63415e562c8b9b33050ed2c521bb615bbc47edcc4a89437233,07098f049c9b3de4f7fc7556e04059d874077f3eee87c3e2780a16f34f848048,False,BTC,0.9997885372039454,HIGH_VOLATILITY|BULLISH_ROUTER,episode-001033|episode-001034,0.4859089266330365,0.5
r1-llama3.3_70b-s0564-hidden,1,llama3.3:70b,564,hidden,hidden,1701,2023-07-18,2023-07-19,mix,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,5.797310471534729,894,42,stop,f1bd0c59266d7e86bb767f1eed38f3ff08bc41a38c49d8f22437408cbbb48c9c,e047aae26869cdc546426f6c9cefdc4892e2b8a9c796795149f8c54a3d594b29,False,ABSTAIN,0.6262072316964604,INSUFFICIENT_EVIDENCE,,0.465549824539801,0.45
r1-llama3.3_70b-s0564-exposed,1,llama3.3:70b,564,exposed,hidden,1702,2023-07-18,2023-07-19,mix,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,10.500292567536235,1420,79,stop,7881b0867e7345b1435430927a810b4b19041b091e08ce2bb9f6f4c4381bf400,8f32303f079af1df64e7b91fede5c1855909d43ebe5e024da8c32b9beac7fc69,False,ABSTAIN,0.5513515276543066,HIGH_VOLATILITY|NEGATIVE_MOMENTUM,episode-000846|episode-000853|episode-000787|episode-000842|episode-000100,0.465549824539801,0.45
r1-llama3.3_70b-s0597-hidden,1,llama3.3:70b,597,hidden,hidden,1703,2023-08-20,2023-08-21,mix,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,5.848564427345991,894,42,stop,7dca007b45024695dbc361656b4ce9e31f586fdbb265f6cd0d6d1097318fcf6a,efc17f6f120265aafc2685eedcfeed42ecbc16f8a8392e28d3571d9de85c35b4,False,ABSTAIN,0.8575915890579064,INSUFFICIENT_EVIDENCE,,0.4576755336022747,0.45
r1-llama3.3_70b-s0597-exposed,1,llama3.3:70b,597,exposed,hidden,1704,2023-08-20,2023-08-21,mix,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,7.48335843347013,1422,49,stop,8427ecce7a531fd096db88c02852bc9855a065f511d781dedb16d345d03d3325,5e3548afe7c586bcef6c93a688201469c9341b170aaf118cf5938177a166c28b,False,ABSTAIN,0.8575915890579064,HIGH_VOLATILITY|BEARISH_ROUTER,,0.4576755336022747,0.45
r1-llama3.3_70b-s0638-hidden,1,llama3.3:70b,638,hidden,hidden,1705,2023-09-30,2023-10-01,mix,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,5.807905005291104,896,42,stop,5bea56a6a399671990c23940c05acffd9c7cb8472fd93d71f37098ebd1f73cc2,f3720021306344d4a96cc4bbf9c89f3d35524856c1d6c52e0d1d163094576621,False,ABSTAIN,0.9813559458717328,INSUFFICIENT_EVIDENCE,,0.4591833108518649,0.45
r1-llama3.3_70b-s0638-exposed,1,llama3.3:70b,638,exposed,hidden,1706,2023-09-30,2023-10-01,mix,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,10.51164035871625,1423,79,stop,d33a29a8942857e11672f2875d34b4ce0bef108ca43101530906c1234ba171fe,1a1b1269216576fb1869a4472da289a601c6b09f79d6effb6a495ba6c5be08dd,False,ABSTAIN,0.9813559458717328,HIGH_VOLATILITY|NEGATIVE_MOMENTUM,episode-000675|episode-000676|episode-001002|episode-000996|episode-000994,0.4591833108518649,0.45
r1-llama3.3_70b-s0216-exposed,1,llama3.3:70b,216,exposed,exposed,1707,2022-08-04,2022-08-05,bear,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,9.995640777051449,1406,74,stop,0b9e833a620eb6fd463050b0624d4e4927cf9c0c3996f32b350797eecd5badea,62742bc0a5ef485db81e62398e7d9d2e89b0f2a1a87b26db0bf6ed3e45c88f31,False,CASH,0.9997901702316352,HIGH_VOLATILITY|BEARISH_ROUTER,episode-000420|episode-000580|episode-000421|episode-000416|episode-000573,0.38683561286184104,0.4
r1-llama3.3_70b-s0216-hidden,1,llama3.3:70b,216,hidden,exposed,1708,2022-08-04,2022-08-05,bear,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,6.189314359799027,896,46,stop,9acabbf9f22de96e4e6804c21aaefc223109a7514aaf2fce8817e7ec63538e43,672fc53180e418ae130bcaaaa06861f887f4de935079a2e742ef1d5733080937,False,CASH,0.9997901702316352,HIGH_VOLATILITY|BEARISH_ROUTER,,0.38683561286184104,0.4
r1-llama3.3_70b-s0949-exposed,1,llama3.3:70b,949,exposed,exposed,1709,2024-08-06,2024-08-07,mix,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,10.338185327127576,1414,78,stop,929a764463aa1c69f78ca12dd00cf08aef796f050a1175e331b981ac196228aa,f598207769aa48b70adc41d9921876126d8a91518bdc13030f2c3b9440b8ddd0,False,ABSTAIN,0.647989218800407,HIGH_VOLATILITY|NEGATIVE_MOMENTUM,episode-000464|episode-000469|episode-000965|episode-000974|episode-000715,0.4202646775757564,0.4
r1-llama3.3_70b-s0949-hidden,1,llama3.3:70b,949,hidden,exposed,1710,2024-08-06,2024-08-07,mix,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,5.735541408881545,894,41,stop,5d819611068e5a3d5f41e0c62de5af276b533eb1519b1196907b63f1fc3dec04,6a57c52e9ccb5e0b54505a102c462632ce6fbaed237b69a460a832ee143b1c62,False,ABSTAIN,0.647989218800407,INSUFFICIENT_EVIDENCE,,0.4202646775757564,0.4
r1-llama3.3_70b-s0430-hidden,1,llama3.3:70b,430,hidden,hidden,1711,2023-03-06,2023-03-07,mix,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,5.233550284057856,893,37,stop,a69a69138ff3225e3add0264e4cc4746d25e02193d61e95bae31b22f904d9207,74f08a40c343ff8b9a869d3b67fae23c4a9278d1f9beb9f86b57092ab40e7186,False,ABSTAIN,0.95,INSUFFICIENT_EVIDENCE,,0.479807977182708,0.5
r1-llama3.3_70b-s0430-exposed,1,llama3.3:70b,430,exposed,hidden,1712,2023-03-06,2023-03-07,mix,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,6.854747040197253,1420,42,stop,05392d550dae608b541c64963752a65fe86dff9c2ec92d4f401150b7c0f9ac5b,c130e881decbf4b4b7bd2d145bda0ed08bb5272c35d6b0f9c669fac7756edfe9,False,ABSTAIN,0.6314024643784618,INSUFFICIENT_EVIDENCE,,0.479807977182708,0.5
r1-llama3.3_70b-s0220-exposed,1,llama3.3:70b,220,exposed,exposed,1713,2022-08-08,2022-08-09,bear,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,10.027530560269952,1406,74,stop,45fee2be03a5026f681f7608de35449c4325eece61ddd0f6b1f55b760d4331e7,4dd17e82094c78081b3f5f584756444f37ec73f4bea568ae80e07b2ef97cee08,False,CASH,0.9967952541084218,HIGH_VOLATILITY|BEARISH_ROUTER,episode-000584|episode-000411|episode-000582|episode-000583|episode-000421,0.38704456251492886,0.4
r1-llama3.3_70b-s0220-hidden,1,llama3.3:70b,220,hidden,exposed,1714,2022-08-08,2022-08-09,bear,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,6.182243574410677,896,46,stop,ff5f43ec587de28acbfbe4be44714cd4a1a05ffec3f9b777a10453d037034ffd,02e39dad73b8eee8cc87cb2c1f527dbf2de8b4c2da8580a13ccb407033f4e695,False,CASH,0.9967952541084218,HIGH_VOLATILITY|BEARISH_ROUTER,,0.38704456251492886,0.4
r1-llama3.3_70b-s0763-exposed,1,llama3.3:70b,763,exposed,exposed,1715,2024-02-02,2024-02-03,mix,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,10.392069533467293,1413,78,stop,7c0678fadf32d43a6f47e22a1c812d5f826b06b6870c8295b7572d4378d12c3a,a0a81a439df42e5f4d9c9c1a812f1629a345d95aec43f484816ddf7f39de5e3c,False,ABSTAIN,0.93210351729622,HIGH_VOLATILITY|NEGATIVE_MOMENTUM,episode-001123|episode-001122|episode-000455|episode-001019|episode-001121,0.4586643424048571,0.45
r1-llama3.3_70b-s0763-hidden,1,llama3.3:70b,763,hidden,exposed,1716,2024-02-02,2024-02-03,mix,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,5.749333532527089,893,41,stop,7be383f5e3f6a47437c8e8764e6e382381e765d6d32fc0c4d7daab8d9d8d0486,f44d079ae39576e54a0dd33f8f6259d68376370a94aa18de89a73528ac4cb5c3,False,ABSTAIN,0.93210351729622,INSUFFICIENT_EVIDENCE,,0.4586643424048571,0.45
