index,decision_date,return_date,hard_regime,asset_simple_return,memory_net_return,memory_exposure,memory_turnover,memory_beta,memory_pretrade_exposure,memory_desired_exposure,memory_cited_memory_count,memory_retrieved_memory_count,memory_memory_total_before,memory_action,memory_core_desired_exposure,memory_retrieved_ids,memory_cited_ids,memory_reason_codes,memory_reason_mentions_memory,memory_net_log_return,memory_journal_member,memory_request_sha256,no_memory_net_return,no_memory_exposure,no_memory_turnover,no_memory_beta,no_memory_pretrade_exposure,no_memory_desired_exposure,no_memory_cited_memory_count,no_memory_retrieved_memory_count,no_memory_memory_total_before,no_memory_action,no_memory_core_desired_exposure,no_memory_retrieved_ids,no_memory_cited_ids,no_memory_reason_codes,no_memory_reason_mentions_memory,no_memory_net_log_return,no_memory_journal_member,no_memory_request_sha256,nonmemory_request_equal,action_different,paired_desired_exposure,paired_final_exposure,desired_different,final_different,paired_net_return,paired_net_log_return,paired_gross_log_return,paired_fee_log_return,share_of_total_signed_net_log_gap_pct
418,2022-02-23,2022-02-24,bear,0.0299425648630207,0.013467359507257859,0.45,0.00670434571359152,0.05,0.4432956542864085,0.4385998459316157,3,5,418,CASH,0.4616840483490692,"[""episode-000418"", ""episode-000417"", ""episode-000416"", ""episode-000374"", ""episode-000373""]","[""episode-000418"", ""episode-000417"", ""episode-000416""]","[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,0.013377480675720695,20260909T013716356200839Z/calls/000419-memory.json,b53a4c56473ef0c37170bd9f1e3511582b4a5cb4909de4854f9c290b8308d606,0.013467359507257859,0.45,0.00670434571359152,0.05,0.4432956542864085,0.4385998459316157,0,0,418,CASH,0.4616840483490692,[],[],"[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,0.013377480675720695,20260909T013716356200839Z/calls/000419-no_memory.json,1bcc79e7c89623791b3b1960c893f3b0df560ead678e56c949aea22cf27859c4,True,False,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0
419,2022-02-24,2022-02-25,bear,0.0227026124697438,0.010208788649761935,0.45,0.007312258307694608,0.05,0.4573122583076946,0.43848813301410616,2,5,419,CASH,0.4615664558043223,"[""episode-000416"", ""episode-000415"", ""episode-000410"", ""episode-000414"", ""episode-000409""]","[""episode-000416"", ""episode-000415""]","[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,0.010157030924644215,20260909T013716356200839Z/calls/000420-memory.json,16db2e3378b3427117d9b1e25f833ab9ec42d4c7117acb521aca345e044e9c4c,0.010208788649761935,0.45,0.007312258307694608,0.05,0.4573122583076946,0.43848813301410616,0,0,419,CASH,0.4615664558043223,[],[],"[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,0.010157030924644215,20260909T013716356200839Z/calls/000420-no_memory.json,991c7a708553717f365b8911ceaf788505e42c0fe05c44264a0001ccbed9af34,True,False,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0
420,2022-02-25,2022-02-26,bear,-0.0023999224679669,-0.0010855211772067275,0.45,0.005562073466959694,0.05,0.4555620734669597,0.43853220923484987,5,5,420,CASH,0.4616128518261578,"[""episode-000420"", ""episode-000410"", ""episode-000409"", ""episode-000411"", ""episode-000408""]","[""episode-000420"", ""episode-000410"", ""episode-000409"", ""episode-000411"", ""episode-000408""]","[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,-0.0010861107820441215,20260909T013716356200839Z/calls/000421-memory.json,2afc75f37d7c2f854799d6c0e3af37cb1306649b7ae5a78212d43dfeda9209c0,-0.0010855211772067275,0.45,0.005562073466959694,0.05,0.4555620734669597,0.43853220923484987,0,0,420,CASH,0.4616128518261578,[],[],"[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,-0.0010861107820441215,20260909T013716356200839Z/calls/000421-no_memory.json,c987c278fff119c12bc1db1841fc221576152908fdc43d60bcc3c23818daa498,True,False,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0
421,2022-02-26,2022-02-27,bear,-0.0364663624394422,-0.016410447963050023,0.45,0.0005946229828973082,0.05,0.4494053770171027,0.4386545753070246,5,5,421,CASH,0.4617416582179207,"[""episode-000421"", ""episode-000420"", ""episode-000410"", ""episode-000409"", ""episode-000412""]","[""episode-000421"", ""episode-000420"", ""episode-000410"", ""episode-000409"", ""episode-000412""]","[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,-0.01654659086309713,20260909T013716356200839Z/calls/000422-memory.json,6e69e6b682adcce1278a278dc1f88745d5a73f8f9c1e7e14573f17d788c46d56,-0.016410447963050023,0.45,0.0005946229828973082,0.05,0.4494053770171027,0.4386545753070246,0,0,421,CASH,0.4617416582179207,[],[],"[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,-0.01654659086309713,20260909T013716356200839Z/calls/000422-no_memory.json,1577fb70eac51909dbbcd4322d45ca2ae0d3a61c78c318b9b18fa5223f8dff65,True,False,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0
422,2022-02-27,2022-02-28,bear,0.1459069067714537,0.06564832956661304,0.45,0.00917600163436666,0.05,0.44082399836563335,0.43856716556289904,5,5,422,CASH,0.4616496479609464,"[""episode-000409"", ""episode-000410"", ""episode-000422"", ""episode-000421"", ""episode-000408""]","[""episode-000409"", ""episode-000410"", ""episode-000422"", ""episode-000421"", ""episode-000408""]","[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,0.06358337409853418,20260909T013716356200839Z/calls/000423-memory.json,f3bbd411de872e9c0b9a5461f530f58c923e825155cf9eb331e564296b0bf002,0.06564832956661304,0.45,0.00917600163436666,0.05,0.44082399836563335,0.43856716556289904,0,0,422,CASH,0.4616496479609464,[],[],"[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,0.06358337409853418,20260909T013716356200839Z/calls/000423-no_memory.json,0774939ba05bed18cd91982abd807452ede0e421a3c8698ffb8bcd25b9f2ed01,True,False,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0
423,2022-02-28,2022-03-01,bear,0.0285286258746604,0.01280355960333801,0.45,0.03388700292639907,0.05,0.4838870029263991,0.43107551698395663,5,5,423,CASH,0.4537637020883754,"[""episode-000403"", ""episode-000405"", ""episode-000404"", ""episode-000402"", ""episode-000406""]","[""episode-000403"", ""episode-000405"", ""episode-000404"", ""episode-000402"", ""episode-000406""]","[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,0.01272228701784845,20260909T013716356200839Z/calls/000424-memory.json,4b4141b2d81564af5ed06ec5a585e8b8224530c774951d500cd750b75b01977a,0.01280355960333801,0.45,0.03388700292639907,0.05,0.4838870029263991,0.43107551698395663,0,0,423,CASH,0.4537637020883754,[],[],"[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,0.01272228701784845,20260909T013716356200839Z/calls/000424-no_memory.json,19a513f5313724ddebf7ea7f82b0e033b82a542e397d5838c0a8d9f91e869d9b,True,False,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0
424,2022-03-01,2022-03-02,bear,-0.0114249566076771,-0.005148165969896645,0.45,0.00697133769574293,0.05,0.45697133769574294,0.43246725753402215,5,5,424,CASH,0.455228692141076,"[""episode-000424"", ""episode-000404"", ""episode-000406"", ""episode-000405"", ""episode-000207""]","[""episode-000424"", ""episode-000404"", ""episode-000406"", ""episode-000405"", ""episode-000207""]","[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,-0.005161463434326117,20260909T013716356200839Z/calls/000425-memory.json,f5e16eddc89b28f2b701f7917c5c80e2cfa7f79baa8704fd266347ca369aa194,-0.005148165969896645,0.45,0.00697133769574293,0.05,0.45697133769574294,0.43246725753402215,0,0,424,CASH,0.455228692141076,[],[],"[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,-0.005161463434326117,20260909T013716356200839Z/calls/000425-no_memory.json,1919773fbaca71b385a819f53fcd9a44b225bd6df2e95b2f767c42741533a6db,True,False,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0
425,2022-03-02,2022-03-03,bear,-0.0330154305806052,-0.014859743823161686,0.45,0.002842289626441896,0.05,0.4471577103735581,0.43727395479371317,2,5,425,CASH,0.4602883734670665,"[""episode-000276"", ""episode-000277"", ""episode-000211"", ""episode-000209"", ""episode-000207""]","[""episode-000276"", ""episode-000277""]","[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,-0.014971255889131094,20260909T013716356200839Z/calls/000426-memory.json,ebb447360eee3404fe0be5a5c0beb2e2432c8005285fc10c1d555d75e8482f2d,-0.014859743823161686,0.45,0.002842289626441896,0.05,0.4471577103735581,0.43727395479371317,0,0,425,CASH,0.4602883734670665,[],[],"[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,-0.014971255889131094,20260909T013716356200839Z/calls/000426-no_memory.json,ee3384864d1b9cbb1e2e7c8bdee880b717eb891d9cf42a73fade71d18fd0f28a,True,False,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0
426,2022-03-03,2022-03-04,bear,-0.0781927795963545,-0.03519475351081203,0.45,0.00829455074260771,0.05,0.4417054492573923,0.4335415207551129,3,5,426,CASH,0.4563594955316978,"[""episode-000425"", ""episode-000274"", ""episode-000276"", ""episode-000361"", ""episode-000277""]","[""episode-000425"", ""episode-000274"", ""episode-000361""]","[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,-0.0358290151206142,20260909T013716356200839Z/calls/000427-memory.json,310202a2aa3e602f567689c52225948d6fda3df6b9b99df9f28c254e6e6d0afc,-0.03519475351081203,0.45,0.00829455074260771,0.05,0.4417054492573923,0.4335415207551129,0,0,426,CASH,0.4563594955316978,[],[],"[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,-0.0358290151206142,20260909T013716356200839Z/calls/000427-no_memory.json,8cdfa6e87e480045486bebd1488508715dbbe5b3cba7db2a5fbb6828e4dbad4b,True,False,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0
427,2022-03-04,2022-03-05,bear,0.0064660843528936,0.0028896210871796058,0.45,0.020058506624481776,0.05,0.42994149337551824,0.4321534508814302,5,5,427,CASH,0.4548983693488739,"[""episode-000412"", ""episode-000411"", ""episode-000266"", ""episode-000422"", ""episode-000413""]","[""episode-000412"", ""episode-000411"", ""episode-000266"", ""episode-000422"", ""episode-000413""]","[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,0.002885454157467847,20260909T013716356200839Z/calls/000428-memory.json,04f37d2b23717bfabbce69c1179dc9bec31fc12d4baa3653a216a41d5e158874,0.0028896210871796058,0.45,0.020058506624481776,0.05,0.42994149337551824,0.4321534508814302,0,0,427,CASH,0.4548983693488739,[],[],"[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,0.002885454157467847,20260909T013716356200839Z/calls/000428-no_memory.json,d41cc4804d4b3c7ed5dc58f3d13f6d6d5ded02d9aa972fcc1a9f5236be9a5955,True,False,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0
428,2022-03-05,2022-03-06,bear,-0.025198117565832,-0.011340730523364706,0.45,0.001595712771319091,0.05,0.4515957127713191,0.43111796007790015,5,5,428,CASH,0.4538083790293686,"[""episode-000411"", ""episode-000412"", ""episode-000428"", ""episode-000421"", ""episode-000409""]","[""episode-000411"", ""episode-000412"", ""episode-000428"", ""episode-000421"", ""episode-000409""]","[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,-0.011405526966230782,20260909T013716356200839Z/calls/000429-memory.json,e8ddd7f10424b243efa7a9831fdc882b22e0128a6a0dc6817b9f3ee3531d0854,-0.011340730523364706,0.45,0.001595712771319091,0.05,0.4515957127713191,0.43111796007790015,0,0,428,CASH,0.4538083790293686,[],[],"[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,-0.011405526966230782,20260909T013716356200839Z/calls/000429-no_memory.json,7358df91311a6f7b418466a29c3c3f73cf85b58affa07f597d5f50ca925cdc81,True,False,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0
429,2022-03-06,2022-03-07,bear,-0.0098507672557682,-0.004439125364611329,0.45,0.006308062179124385,0.05,0.4436919378208756,0.4310865443591413,5,5,429,CASH,0.4537753098517277,"[""episode-000356"", ""episode-000271"", ""episode-000355"", ""episode-000357"", ""episode-000409""]","[""episode-000356"", ""episode-000271"", ""episode-000355"", ""episode-000357"", ""episode-000409""]","[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,-0.004449007537927895,20260909T013716356200839Z/calls/000430-memory.json,0cb4287489767481f0b0703cfdb77d57b10dae1978e3d941f5982c0489f23b88,-0.004439125364611329,0.45,0.006308062179124385,0.05,0.4436919378208756,0.4310865443591413,0,0,429,CASH,0.4537753098517277,[],[],"[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,-0.004449007537927895,20260909T013716356200839Z/calls/000430-no_memory.json,79ea5a90fdec9328dc0cbdaa8cd288373888a5b943be2ab150a3f72b37105786,True,False,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0
430,2022-03-07,2022-03-08,bear,0.0189350108350339,0.008518285088531474,0.45,0.0024489205818082893,0.05,0.4475510794181917,0.43104349702773875,5,5,430,CASH,0.453729996871304,"[""episode-000340"", ""episode-000367"", ""episode-000368"", ""episode-000364"", ""episode-000365""]","[""episode-000340"", ""episode-000367"", ""episode-000368"", ""episode-000364"", ""episode-000365""]","[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,0.008482209223007183,20260909T013716356200839Z/calls/000431-memory.json,34a07bd4f11553e04fe94c01d2ea00422e204ff5163003cc6b2ba719399f80b5,0.008518285088531474,0.45,0.0024489205818082893,0.05,0.4475510794181917,0.43104349702773875,0,0,430,CASH,0.453729996871304,[],[],"[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,0.008482209223007183,20260909T013716356200839Z/calls/000431-no_memory.json,7c8de289a17be5e2ab954100834ead9a2ceb6bd1ca8ac6e9d052f0c6102d9bda,True,False,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0
431,2022-03-08,2022-03-09,bear,0.0821839317792323,0.03697795062759335,0.45,0.004646820761014636,0.05,0.45464682076101465,0.43104185430498043,5,5,431,CASH,0.4537282676894531,"[""episode-000431"", ""episode-000340"", ""episode-000367"", ""episode-000368"", ""episode-000269""]","[""episode-000431"", ""episode-000340"", ""episode-000367"", ""episode-000368"", ""episode-000269""]","[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,0.03631066636713563,20260909T013716356200839Z/calls/000432-memory.json,20feb05681dd349edfcd2130019f35a916a711f59dfa48f0e23035ecad9c72e0,0.03697795062759335,0.45,0.004646820761014636,0.05,0.45464682076101465,0.43104185430498043,0,0,431,CASH,0.4537282676894531,[],[],"[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,0.03631066636713563,20260909T013716356200839Z/calls/000432-no_memory.json,5e9bff5734ffd2b0e18901b4bf8fe055ce536f1512428f88da0f36616939b464,True,False,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0
432,2022-03-09,2022-03-10,bear,-0.0599274964821483,-0.026986459551489816,0.45,0.01961510231175556,0.05,0.4696151023117556,0.4310446730010005,5,5,432,CASH,0.4537312347378953,"[""episode-000273"", ""episode-000272"", ""episode-000410"", ""episode-000430"", ""episode-000415""]","[""episode-000273"", ""episode-000272"", ""episode-000410"", ""episode-000430"", ""episode-000415""]","[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,-0.027357280707442,20260909T013716356200839Z/calls/000433-memory.json,c6b071ecda78f57f0f788cc6a76c24147f4a4e4edbfb040cce73efd6c2d18488,-0.026986459551489816,0.45,0.01961510231175556,0.05,0.4696151023117556,0.4310446730010005,0,0,432,CASH,0.4537312347378953,[],[],"[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,-0.027357280707442,20260909T013716356200839Z/calls/000433-no_memory.json,8fa466cda9935c5bf2f8e0528acffb29d0f2d5dd99ac8d1affec66db60a1ec96,True,False,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0
433,2022-03-10,2022-03-11,bear,-0.017406504415686,-0.007848050711146137,0.45,0.015243122351834115,0.05,0.4347568776481659,0.43119272680256454,2,5,433,CASH,0.4538870808448048,"[""episode-000272"", ""episode-000433"", ""episode-000269"", ""episode-000431"", ""episode-000273""]","[""episode-000272"", ""episode-000433""]","[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,-0.007879008740964092,20260909T013716356200839Z/calls/000434-memory.json,a6b096ed51a585d6cee088bb9ed0d2b525278238f44ff036897451af400bb55a,-0.007848050711146137,0.45,0.015243122351834115,0.05,0.4347568776481659,0.43119272680256454,0,0,433,CASH,0.4538870808448048,[],[],"[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,-0.007879008740964092,20260909T013716356200839Z/calls/000434-no_memory.json,aa892ea59b309dc6fe885ef6eda67c6d290b795f4fe127c34184870029b77629,True,False,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0
434,2022-03-11,2022-03-12,bear,0.0021714321124084,0.0009727980863414309,0.45,0.004342121362483575,0.05,0.44565787863751644,0.43105718765600226,5,5,434,CASH,0.4537444080589498,"[""episode-000271"", ""episode-000430"", ""episode-000356"", ""episode-000272"", ""episode-000355""]","[""episode-000271"", ""episode-000430"", ""episode-000356"", ""episode-000272"", ""episode-000355""]","[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,0.0009723252249239767,20260909T013716356200839Z/calls/000435-memory.json,b98d45c419af1fbf5888cf2cac8c52e2d3a6b9f6ffd82588be3ef30fc8377385,0.0009727980863414309,0.45,0.004342121362483575,0.05,0.44565787863751644,0.43105718765600226,0,0,434,CASH,0.4537444080589498,[],[],"[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,0.0009723252249239767,20260909T013716356200839Z/calls/000435-no_memory.json,eea9086e04c8f72a19e71d450c47e5e33e0e37d8c01660713a1e91e04db48515,True,False,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0
435,2022-03-12,2022-03-13,bear,-0.0263279255326001,-0.011848097033468785,0.45,0.0005369048142613297,0.05,0.45053690481426134,0.431038984114467,5,5,435,CASH,0.4537252464362811,"[""episode-000435"", ""episode-000272"", ""episode-000430"", ""episode-000273"", ""episode-000356""]","[""episode-000435"", ""episode-000272"", ""episode-000430"", ""episode-000273"", ""episode-000356""]","[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,-0.01191884511043952,20260909T013716356200839Z/calls/000436-memory.json,3f1dce500ff1b3b27337d9695d8f6721310918cebd2e4c37ca250232c9eac4eb,-0.011848097033468785,0.45,0.0005369048142613297,0.05,0.45053690481426134,0.431038984114467,0,0,435,CASH,0.4537252464362811,[],[],"[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,-0.01191884511043952,20260909T013716356200839Z/calls/000436-no_memory.json,ecab2a6ed624ca9c1d804ceada5f3cd381c54e75b9e17524cd956956d9e359f2,True,False,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0
436,2022-03-13,2022-03-14,bear,0.0497110530159501,0.02236323205529822,0.45,0.006594287832870527,0.05,0.4434057121671295,0.4310409883279714,3,5,436,CASH,0.4537273561347067,"[""episode-000436"", ""episode-000435"", ""episode-000430"", ""episode-000356"", ""episode-000272""]","[""episode-000436"", ""episode-000435"", ""episode-000430""]","[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,0.02211684160724328,20260909T013716356200839Z/calls/000437-memory.json,24154002320ff5ddf55214f42d453a7149e9a271ebcc10c84ad2cace1516000e,0.02236323205529822,0.45,0.006594287832870527,0.05,0.4434057121671295,0.4310409883279714,0,0,436,CASH,0.4537273561347067,[],[],"[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,0.02211684160724328,20260909T013716356200839Z/calls/000437-no_memory.json,703b2235a7edafbeed195a62175c4c0fdf74a038193b15429c3d83ea8945c15e,True,False,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0
437,2022-03-14,2022-03-15,bear,-0.009714880605781,-0.00438367794150063,0.45,0.012034279112315138,0.05,0.46203427911231515,0.43104144982472314,5,5,437,CASH,0.4537278419207612,"[""episode-000430"", ""episode-000357"", ""episode-000436"", ""episode-000435"", ""episode-000437""]","[""episode-000430"", ""episode-000357"", ""episode-000436"", ""episode-000435"", ""episode-000437""]","[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,-0.004393314430135083,20260909T013716356200839Z/calls/000438-memory.json,ef387e7915c007bd1894e7d8b241fcc4eb5e814e097c34b9243ab8ab74dc67a9,-0.00438367794150063,0.45,0.012034279112315138,0.05,0.46203427911231515,0.43104144982472314,0,0,437,CASH,0.4537278419207612,[],[],"[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,-0.004393314430135083,20260909T013716356200839Z/calls/000438-no_memory.json,ddc2444c64a023c525a3a73741171db36fad9a3338466a7821b4a90b70ae44ec,True,False,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0
438,2022-03-15,2022-03-16,bear,0.0466581987847995,0.020993723757005478,0.45,0.0024149905551390516,0.05,0.44758500944486096,0.431067755524255,3,5,438,CASH,0.4537555321307948,"[""episode-000430"", ""episode-000438"", ""episode-000436"", ""episode-000437"", ""episode-000435""]","[""episode-000430"", ""episode-000438"", ""episode-000436""]","[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,0.020776392010848667,20260909T013716356200839Z/calls/000439-memory.json,4fd31e217082bd6ce78ae9c37e42d80caae8329bbabf0fcd9a17bb5bb46f4bff,0.020993723757005478,0.45,0.0024149905551390516,0.05,0.44758500944486096,0.431067755524255,0,0,438,CASH,0.4537555321307948,[],[],"[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,0.020776392010848667,20260909T013716356200839Z/calls/000439-no_memory.json,2a66792c231cc96452457686f1d915b36af124bb10074ad2a046299c9b8c812a,True,False,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0
439,2022-03-16,2022-03-17,bear,-0.0049588143594032,-0.0022427516511938084,0.45,0.011310428303775488,0.05,0.4613104283037755,0.43107662848691175,5,5,439,CASH,0.4537648720914861,"[""episode-000433"", ""episode-000273"", ""episode-000439"", ""episode-000436"", ""episode-000437""]","[""episode-000433"", ""episode-000273"", ""episode-000439"", ""episode-000436"", ""episode-000437""]","[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,-0.0022452703853130247,20260909T013716356200839Z/calls/000440-memory.json,4d3698baac98f84cd3592d553a73402574a70b2a2bf3d30abe98bdac8ee63ed1,-0.0022427516511938084,0.45,0.011310428303775488,0.05,0.4613104283037755,0.43107662848691175,0,0,439,CASH,0.4537648720914861,[],[],"[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,-0.0022452703853130247,20260909T013716356200839Z/calls/000440-no_memory.json,faab295648ed340ceff247fcdbf0b25f17686cfb0433749ba65509e47a758c27,True,False,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0
440,2022-03-17,2022-03-18,bear,0.0208482016287505,0.009380449141603853,0.45,0.0012300513723358941,0.05,0.4487699486276641,0.4311787629826099,3,5,440,CASH,0.4538723820869578,"[""episode-000438"", ""episode-000439"", ""episode-000430"", ""episode-000357"", ""episode-000271""]","[""episode-000438"", ""episode-000439"", ""episode-000430""]","[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,0.009336725944693822,20260909T013716356200839Z/calls/000441-memory.json,a84e951f45d82739350611bf8e6a755557506365ed3d1ff5be7b62cfa6d89957,0.009380449141603853,0.45,0.0012300513723358941,0.05,0.4487699486276641,0.4311787629826099,0,0,440,CASH,0.4538723820869578,[],[],"[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,0.009336725944693822,20260909T013716356200839Z/calls/000441-no_memory.json,1678586ce0783acf39ad31c1ca72382f10fd0de3aeadf8412a516209e849ba68,True,False,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0
441,2022-03-18,2022-03-19,bear,0.0111377664133613,0.005006857293867739,0.45,0.0051119709724167794,0.05,0.4551119709724168,0.4311377766494715,5,5,441,CASH,0.4538292385783911,"[""episode-000438"", ""episode-000441"", ""episode-000357"", ""episode-000360"", ""episode-000439""]","[""episode-000438"", ""episode-000441"", ""episode-000357"", ""episode-000360"", ""episode-000439""]","[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,0.004994364665739151,20260909T013716356200839Z/calls/000442-memory.json,c8ae81dd439fa2561d7d1cb6928bf1f2bcad9559094c46f09bd18cced203a447,0.005006857293867739,0.45,0.0051119709724167794,0.05,0.4551119709724168,0.4311377766494715,0,0,441,CASH,0.4538292385783911,[],[],"[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,0.004994364665739151,20260909T013716356200839Z/calls/000442-no_memory.json,8bda8742a232defaf53fb1bd9c50643c16a8af7ffcaa0a8144c6baf1893c2d1f,True,False,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0
442,2022-03-19,2022-03-20,bear,-0.0226600052091966,-0.010199717225327198,0.45,0.0027428500369486852,0.05,0.4527428500369487,0.4316135514433318,5,5,442,CASH,0.4543300541508756,"[""episode-000442"", ""episode-000274"", ""episode-000360"", ""episode-000441"", ""episode-000438""]","[""episode-000442"", ""episode-000274"", ""episode-000360"", ""episode-000441"", ""episode-000438""]","[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,-0.010252090775694658,20260909T013716356200839Z/calls/000443-memory.json,f696297f92704fb2d07507cd3d95ef9f6343fa9b26200b2d6102a69b8482708c,-0.010199717225327198,0.45,0.0027428500369486852,0.05,0.4527428500369487,0.4316135514433318,0,0,442,CASH,0.4543300541508756,[],[],"[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,-0.010252090775694658,20260909T013716356200839Z/calls/000443-no_memory.json,74b8abd018d3100b30f175bfd772984b1aa67d0ef9d6ee6035aa908ef568d829,True,False,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0
443,2022-03-20,2022-03-21,bear,-0.0061536970636689,-0.002774814117030955,0.45,0.0056661288181167335,0.05,0.4443338711818833,0.43390835749036116,5,5,443,CASH,0.4567456394635381,"[""episode-000427"", ""episode-000274"", ""episode-000361"", ""episode-000425"", ""episode-000276""]","[""episode-000427"", ""episode-000274"", ""episode-000361"", ""episode-000425"", ""episode-000276""]","[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,-0.002778671050223709,20260909T013716356200839Z/calls/000444-memory.json,dd4401b6645a62ec64d14af8ffe1681bb2792887af34cf42fc4a5af3a2b29f29,-0.002774814117030955,0.45,0.0056661288181167335,0.05,0.4443338711818833,0.43390835749036116,0,0,443,CASH,0.4567456394635381,[],[],"[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,-0.002778671050223709,20260909T013716356200839Z/calls/000444-no_memory.json,c4b0417ded5f97e712c11ab84a051bee88174e654ce1ea9edb82050a2a0366a5,True,False,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0
