key,repeat,model,state_index,condition,first_condition,order,decision_date,return_date,regime,recorded,valid,model_digest,error,latency_seconds,prompt_tokens,output_tokens,stop_reason,request_sha256,response_record_sha256,transport_outcome_unknown,action,confidence,reason_labels,cited_episode_ids,desired_exposure,executed_exposure
r1-deepseek-r1_8b-s0608-hidden,1,deepseek-r1:8b,608,hidden,exposed,48,2023-08-31,2023-09-01,mix,True,True,6995872bfe4c521a67b32da386cd21d5c6e819b6e0d62f79f64ec83be99f5763,,1.6604923736304045,1156,61,stop,ccbae56ab28d868c18e721416db32854dc65ca51f9d6f873af0807f23b711d06,d09e670b9aff944582dbbfd293eb21ce3c23a53c3e89222e5819b0d32caeb8de,False,ABSTAIN,0.95,HIGH_VOLATILITY|NEGATIVE_MOMENTUM|INSUFFICIENT_EVIDENCE,,0.4588989570657272,0.45
r1-gemma4_latest-s0884-exposed,1,gemma4:latest,884,exposed,exposed,49,2024-06-02,2024-06-03,mix,True,True,c6eb396dbd5992bbe3f5cdb947e8bbc0ee413d7c17e2beaae69f5d569cf982eb,,10.517012793570757,2037,62,stop,e1f53a252daa6b7cccf9246a491ac77e9dec79a011a072cf7fb5f0cd6127e1fe,6d9eb10a901526f9b8fdd3859e4aff3a6b399fd908c8b192a83ef3e17c1d3622,False,ABSTAIN,0.95,NEGATIVE_MOMENTUM|HIGH_VOLATILITY|MIXED_OR_UNCERTAIN,,0.4535147648038835,0.45
r1-gemma4_latest-s0884-hidden,1,gemma4:latest,884,hidden,exposed,50,2024-06-02,2024-06-03,mix,True,True,c6eb396dbd5992bbe3f5cdb947e8bbc0ee413d7c17e2beaae69f5d569cf982eb,,1.9424694310873747,1216,52,stop,7520edaa571deb6ad18bd3d9ca2b10e0c5a3fea2bfacf1ff50d0ce5276ff550d,fc7825b39660677b5e3449cd4452e31c093fcc68a43fd979a96a2f15f8ee6501,False,ABSTAIN,0.85,NEGATIVE_MOMENTUM|MIXED_OR_UNCERTAIN,,0.4535147648038835,0.45
r1-gemma4_latest-s0166-hidden,1,gemma4:latest,166,hidden,hidden,51,2022-06-15,2022-06-16,bear,True,True,c6eb396dbd5992bbe3f5cdb947e8bbc0ee413d7c17e2beaae69f5d569cf982eb,,1.5878123361617327,1218,46,stop,14b0a63bc773eeb911f538f8eda89f37e1f31a755d0f80a78f5f7b41065da8f7,4cec57a49c79cce4bfef908397317cf9255130565ea6e89925ba3c1f56d7732b,False,CASH,1.0,DRAWDOWN_RISK|BEARISH_ROUTER,,0.40979430844029213,0.4
r1-gemma4_latest-s0166-exposed,1,gemma4:latest,166,exposed,hidden,52,2022-06-15,2022-06-16,bear,True,True,c6eb396dbd5992bbe3f5cdb947e8bbc0ee413d7c17e2beaae69f5d569cf982eb,,2.714700048789382,2028,103,stop,4bde49c84492418222d3e5d1f810a99c231b5d8801612e6b324fcfaa7a3d91ca,d4594fad5c8892d18578d274e0fdb5c4cee510ed6cfaed1d73fb23d08c645b03,False,CASH,0.95,DRAWDOWN_RISK|BEARISH_ROUTER|NEGATIVE_MOMENTUM,episode-000529|episode-000530|episode-000172|episode-000139|episode-000496,0.40979430844029213,0.4
r1-gemma4_latest-s0814-hidden,1,gemma4:latest,814,hidden,hidden,53,2024-03-24,2024-03-25,bull,True,True,c6eb396dbd5992bbe3f5cdb947e8bbc0ee413d7c17e2beaae69f5d569cf982eb,,1.880468960851431,1212,52,stop,ea317d6d5c64cc039f7d9b691dfc7e5c9f8c03dbb0a261b27c96fdb9a7effbce,6377cc546fd6106177e784b914711f43e94881a066ebca981525ec4c06984a60,False,BTC,0.95,HIGH_VOLATILITY|HIGH_VOLATILITY|HIGH_VOLATILITY,,0.47524307759205076,0.5
r1-gemma4_latest-s0814-exposed,1,gemma4:latest,814,exposed,hidden,54,2024-03-24,2024-03-25,bull,True,True,c6eb396dbd5992bbe3f5cdb947e8bbc0ee413d7c17e2beaae69f5d569cf982eb,,2.4090494997799397,2060,70,stop,e43f0d2b0d4607f55070a24baa466f6a5adbe3876fa5b03c8844d008862f9cdf,147578aa7c0b50d41a82072179d0ded95cccae7b06d25b2ba8088e34e566bbec,False,BTC,0.95,HIGH_VOLATILITY|HIGH_VOLATILITY|HIGH_VOLATILITY,episode-001178|episode-000295,0.47524307759205076,0.5
r1-gemma4_latest-s0449-exposed,1,gemma4:latest,449,exposed,exposed,55,2023-03-25,2023-03-26,bull,True,True,c6eb396dbd5992bbe3f5cdb947e8bbc0ee413d7c17e2beaae69f5d569cf982eb,,2.3680511005222797,1955,58,stop,e22e949a1478d678f96ad9859decaf7b7026871bbae6d8af3018fb3e68a72ec7,d66962d2c8cf999dfae26a609266f960f0371c471269e14e97663a39663c2535,False,ABSTAIN,0.8,NEGATIVE_MOMENTUM|HIGH_VOLATILITY|MIXED_OR_UNCERTAIN,,0.469478034843603,0.45
r1-gemma4_latest-s0449-hidden,1,gemma4:latest,449,hidden,exposed,56,2023-03-25,2023-03-26,bull,True,True,c6eb396dbd5992bbe3f5cdb947e8bbc0ee413d7c17e2beaae69f5d569cf982eb,,1.9962971191853285,1211,52,stop,6ea062d99247fa90d6b9e1f0dd1351646f44e69c0eb5193ef0fb6e27c09e4ca0,21337ef989c1c141237986984ae9e015b57358b762458936c20199e720dd81bd,False,BTC,0.8,BULLISH_ROUTER|POSITIVE_MOMENTUM|HIGH_VOLATILITY,,0.49600413310142283,0.5
r1-gemma4_latest-s0695-hidden,1,gemma4:latest,695,hidden,hidden,57,2023-11-26,2023-11-27,bull,True,True,c6eb396dbd5992bbe3f5cdb947e8bbc0ee413d7c17e2beaae69f5d569cf982eb,,1.8944442253559828,1215,53,stop,4c90aaaae99c543ceb2fc716fb8a34d6178569bdbde4d28966d3d8ec041b3779,ee981426338b85903716fb067c66a0ddbe118c7ec48566fe39eb14f001bb4a1b,False,BTC,0.95,HIGH_VOLATILITY|BULLISH_ROUTER|POSITIVE_MOMENTUM,,0.48590911941093223,0.5
r1-gemma4_latest-s0695-exposed,1,gemma4:latest,695,exposed,hidden,58,2023-11-26,2023-11-27,bull,True,True,c6eb396dbd5992bbe3f5cdb947e8bbc0ee413d7c17e2beaae69f5d569cf982eb,,2.807229930534959,2021,100,stop,b429a97398f4be5656529cd62d420ccb04d13d5f569c65ad20f86126130fa0e1,292aa5a618f77b6c61e407db7737be1f1747b21824121d23898eef1759a9ceec,False,BTC,0.95,HIGH_VOLATILITY|HIGH_VOLATILITY|HIGH_VOLATILITY,episode-000837|episode-001056|episode-000838|episode-001057|episode-001058,0.48590911941093223,0.5
r1-gemma4_latest-s1102-hidden,1,gemma4:latest,1102,hidden,hidden,59,2025-01-06,2025-01-07,bull,True,True,c6eb396dbd5992bbe3f5cdb947e8bbc0ee413d7c17e2beaae69f5d569cf982eb,,1.9563698023557663,1212,52,stop,80fccb139a488f840803961ebb022b8c8e3122eaa437261a22635f2f5d79ffec,0cd540e3b129f4aa3c6af3ab74792e2104e12c1051780926a7529af1989d0bc9,False,BTC,0.95,HIGH_VOLATILITY|HIGH_VOLATILITY|HIGH_VOLATILITY,,0.4568985520596136,0.45
r1-gemma4_latest-s1102-exposed,1,gemma4:latest,1102,exposed,hidden,60,2025-01-06,2025-01-07,bull,True,True,c6eb396dbd5992bbe3f5cdb947e8bbc0ee413d7c17e2beaae69f5d569cf982eb,,2.734370566904545,2016,101,stop,09acb89795ba677158c387443b0e538fe040b6f11e12c5475a1f22db152e3438,19a95327bdf1b46608de63bc2c970f79331db029d3a69056026ab3fd39d862c5,False,BTC,0.95,BULLISH_ROUTER|HIGH_VOLATILITY|POSITIVE_MOMENTUM,episode-000780|episode-001103|episode-001100|episode-001105|episode-000836,0.4568985520596136,0.45
r1-gemma4_latest-s0047-hidden,1,gemma4:latest,47,hidden,hidden,61,2022-02-16,2022-02-17,bear,True,True,c6eb396dbd5992bbe3f5cdb947e8bbc0ee413d7c17e2beaae69f5d569cf982eb,,1.7433057613670826,1215,47,stop,6d9efecdcc375583665dc01cbc4fb750b9931406c5778b5dc202aee638d9f5e2,c28bc16959ab9ca8ad311a215a19cc0ef8598053e4aaebc6dd4c49d89a52f6fa,False,CASH,0.95,DRAWDOWN_RISK|BEARISH_ROUTER,,0.43900417877115727,0.45
r1-gemma4_latest-s0047-exposed,1,gemma4:latest,47,exposed,hidden,62,2022-02-16,2022-02-17,bear,True,True,c6eb396dbd5992bbe3f5cdb947e8bbc0ee413d7c17e2beaae69f5d569cf982eb,,2.606971489265561,2025,100,stop,049e14e21c28b9fd96509728af563884338ba3a594f2c2da6d3f348c7e2de46a,ed31cae06579d7b76bc05d25177e5acc57a51b47c07e99e68b9a2a25af349e85,False,CASH,0.95,DRAWDOWN_RISK|BEARISH_ROUTER|MEMORY_SUPPORT,episode-000411|episode-000409|episode-000410|episode-000408|episode-000407,0.43900417877115727,0.45
r1-gemma4_latest-s0950-exposed,1,gemma4:latest,950,exposed,exposed,63,2024-08-07,2024-08-08,bear,True,True,c6eb396dbd5992bbe3f5cdb947e8bbc0ee413d7c17e2beaae69f5d569cf982eb,,2.6322617158293724,2020,102,stop,293ddf76d19314560b2f8245e46f46b77c8623fab21570f932d21757fed41e55,470f841a69e063a8f3ad0c92397ab088a3fc7ff98b7945e1c19b7990e78c4e75,False,CASH,0.8,DRAWDOWN_RISK|BEARISH_ROUTER|NEGATIVE_MOMENTUM,episode-000481|episode-000267|episode-000490|episode-000467|episode-001285,0.38108528462118496,0.4
r1-gemma4_latest-s0950-hidden,1,gemma4:latest,950,hidden,exposed,64,2024-08-07,2024-08-08,bear,True,True,c6eb396dbd5992bbe3f5cdb947e8bbc0ee413d7c17e2beaae69f5d569cf982eb,,1.6132366079837084,1212,46,stop,05b612a6812fcfaa4e4f00090002d5f3db8f9891a4526d8eb9ad30a847ac1b60,3a8afc8d43020fc96c07c65499eb0b9976439e21e1acb45c69f22598782e012b,False,CASH,0.8,DRAWDOWN_RISK|BEARISH_ROUTER,,0.38108528462118496,0.4
r1-gemma4_latest-s1032-exposed,1,gemma4:latest,1032,exposed,exposed,65,2024-10-28,2024-10-29,mix,True,True,c6eb396dbd5992bbe3f5cdb947e8bbc0ee413d7c17e2beaae69f5d569cf982eb,,2.3575446847826242,1995,60,stop,ff6e8ece442e460298925301cb89b9215ee04bd12e6fef6db4f666eaa0888022,770cceff63d4e6efa943284f715e426c55be5be44ab743dfe1b7cdc2e8309e8d,False,ABSTAIN,0.8,NEGATIVE_MOMENTUM|HIGH_VOLATILITY|MIXED_OR_UNCERTAIN,,0.4331843479775955,0.45
r1-gemma4_latest-s1032-hidden,1,gemma4:latest,1032,hidden,exposed,66,2024-10-28,2024-10-29,mix,True,True,c6eb396dbd5992bbe3f5cdb947e8bbc0ee413d7c17e2beaae69f5d569cf982eb,,2.2496147081255913,1199,58,stop,f66eb18de8474930e57dc5ef1214230a9f870aa35f81331f45d31c65ffcf03c1,78819e4b964c087bf91e0f629ebccebd0306ced036feb282c862dd38dddb20a6,False,ABSTAIN,0.8,NEGATIVE_MOMENTUM|HIGH_VOLATILITY|MIXED_OR_UNCERTAIN,,0.4331843479775955,0.45
r1-gemma4_latest-s0410-hidden,1,gemma4:latest,410,hidden,hidden,67,2023-02-14,2023-02-15,mix,True,True,c6eb396dbd5992bbe3f5cdb947e8bbc0ee413d7c17e2beaae69f5d569cf982eb,,1.9275829046964645,1210,51,stop,5568219680d33373c8938de325af0bff4c59801ab0904aa77fa7ce71362142ae,24d2b90bb074342b8c682f8e3ce9faea32fbe563596699fd1db516d8aad58bcc,False,ABSTAIN,0.8,NEGATIVE_MOMENTUM|MIXED_OR_UNCERTAIN,,0.4771110911596596,0.5
r1-gemma4_latest-s0410-exposed,1,gemma4:latest,410,exposed,hidden,68,2023-02-14,2023-02-15,mix,True,True,c6eb396dbd5992bbe3f5cdb947e8bbc0ee413d7c17e2beaae69f5d569cf982eb,,2.177558733150363,2015,53,stop,3c621bed2d0cd4484b2e71499a9208ddeceac117930b71eb2109e8d1bfe72386,2a8d268e3a2de88a6b38fa18955192a37cab157e7d1339bd20a0d9446dfb1c1f,False,ABSTAIN,0.8,NEGATIVE_MOMENTUM|MIXED_OR_UNCERTAIN,,0.4771110911596596,0.5
r1-gemma4_latest-s0261-exposed,1,gemma4:latest,261,exposed,exposed,69,2022-09-18,2022-09-19,bear,True,True,c6eb396dbd5992bbe3f5cdb947e8bbc0ee413d7c17e2beaae69f5d569cf982eb,,2.5828550066798925,2018,100,stop,0dea8561ae38ebd1fbedeedd46b8c08f0c500b2924a266e5c6f7d736cdc72254,d973ce7df32c778966f9047c75d7b17c8062e19198f10e8ab85a921944b2eef9,False,CASH,0.95,DRAWDOWN_RISK|BEARISH_ROUTER|MEMORY_SUPPORT,episode-000432|episode-000431|episode-000625|episode-000624|episode-000598,0.3762175365814548,0.4
r1-gemma4_latest-s0261-hidden,1,gemma4:latest,261,hidden,exposed,70,2022-09-18,2022-09-19,bear,True,True,c6eb396dbd5992bbe3f5cdb947e8bbc0ee413d7c17e2beaae69f5d569cf982eb,,1.6720625348389149,1212,46,stop,3dd87af634242e0880b75a0e781a212bb3a31d1f8fe23f08c7fc3c08b78f9657,eb02c0f263370f9df2ef95d1703e10a993ebeb6c33413185e564159856e5a954,False,CASH,1.0,DRAWDOWN_RISK|BEARISH_ROUTER,,0.3762175365814548,0.4
r1-gemma4_latest-s0608-exposed,1,gemma4:latest,608,exposed,exposed,71,2023-08-31,2023-09-01,mix,True,True,c6eb396dbd5992bbe3f5cdb947e8bbc0ee413d7c17e2beaae69f5d569cf982eb,,2.282024510204792,2032,60,stop,6400aa99a49d5a64e07e44be53759562a3935963b7f14011d4e6b85de9c873f5,49cf6ea28ab1dbc3bfaffef0281fa5ac68e290692cc941293a51be94fca4b089,False,ABSTAIN,0.9,NEGATIVE_MOMENTUM|HIGH_VOLATILITY|MIXED_OR_UNCERTAIN,,0.4588989570657272,0.45
r1-gemma4_latest-s0608-hidden,1,gemma4:latest,608,hidden,exposed,72,2023-08-31,2023-09-01,mix,True,True,c6eb396dbd5992bbe3f5cdb947e8bbc0ee413d7c17e2beaae69f5d569cf982eb,,2.1077542062848806,1209,58,stop,6921d4c78d3298c5450ccbc88080188f01d8ced261341efda3694c4a63c3529f,287d18dba33c245782279c693bd6ee0abda83e098891a4e82297c1c14d7d4345,False,ABSTAIN,0.8,NEGATIVE_MOMENTUM|HIGH_VOLATILITY|MIXED_OR_UNCERTAIN,,0.4588989570657272,0.45
